1181,0
1182,0
1183,1
1184,0
1185,1
1186,1
1187,0
1188,1
1189,1
1190,1
1191,1
1192,0
1193,1
1194,1
1195,0
1196,1
1197,1
1198,0
1199,1
1200,0
1201,0
1202,1
1203,0
1204,1
1205,1
1206,1
1207,0
1208,1
1209,0
1210,1
1211,1
1212,1
1213,1
1214,1
1215,0
1216,1
1217,1
1218,0
1219,1
1220,1
1221,1
1222,1
1223,0
1224,0
1225,0
1226,1
1227,1
1228,1
1229,1
1230,1
1231,0
1232,0
1233,0
1234,1
1235,0
1236,1
1237,1
1238,1
1239,1
1240,1
1241,1
1242,1
1243,1
1244,0
1245,0
1246,1
1247,0
1248,1
1249,0
1250,1
1251,1
1252,0
1253,1
1254,1
1255,1
1256,0
1257,0
1258,1
1259,1
1260,1
1261,0
1262,0
1263,1
1264,1
1265,0
1266,0
1267,1
1268,1
1269,1
1270,1
1271,1
1272,0
1273,0
1274,1
1275,1
1276,1
1277,0
1278,0
1279,1
1280,0
1281,1
1282,0
1283,1
1284,0
1285,0
1286,1
1287,0
1288,1
1289,0
1290,0
1291,1
1292,0
1293,0
1294,1
1295,1
1296,1
1297,1
1298,0
1299,1
1300,1
1301,1
1302,1
1303,1
1304,0
1305,1
1306,0
1307,1
1308,0
1309,0
1310,0
1311,1
1312,1
1313,1
1314,1
1315,0
1316,1
1317,0
1318,1
1319,0
1320,1
1321,0
1322,1
1323,1
1324,1
1325,1
1326,1
1327,0
1328,1
1329,1
1330,0
1331,0
1332,1
1333,0
1334,1
1335,0
1336,1
1337,1
1338,1
1339,1
1340,1
1341,0
1342,1
1343,1
1344,1
1345,1
1346,1
1347,0
1348,0
1349,1
1350,1
1351,0
1352,0
1353,1
1354,1
1355,1
1356,0
1357,1
1358,1
1359,1
1360,0
1361,1
1362,1
1363,1
1364,1
1365,1
1366,0
1367,1
1368,1
1369,1
1370,1
1371,1
1372,1
1373,0
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,0
1381,0
1382,1
1383,1
1384,1
1385,0
1386,1
1387,1
1388,0
1389,0
1390,1
1391,1
1392,1
1393,1
1394,0
1395,1
1396,1
1397,1
1398,0
1399,0
1400,1
1401,0
1402,0
1403,0
1404,0
1405,1
1406,1
1407,1
1408,0
1409,0
1410,0
1411,1
1412,1
1413,1
1414,1
1415,1
1416,1
1417,0
1418,1
1419,0
1420,1
1421,0
1422,0
1423,0
1424,1
1425,0
1426,0
1427,0
1428,1
1429,1
1430,0
1431,0
1432,1
1433,0
1434,1
1435,1
1436,1
1437,0
1438,1
1439,1
1440,1
1441,0
1442,0
1443,1
1444,1
1445,0
1446,0
1447,0
1448,1
1449,0
1450,1
1451,0
1452,1
1453,1
1454,1
1455,0
1456,1
1457,1
1458,1
1459,0
1460,1
1461,1
1462,0
1463,0
1464,0
1465,1
1466,1
1467,0
1468,1
1469,1
1470,1
1471,1
1472,0
1473,0
1474,1
1475,1
