1841,1
1842,1
1843,0
1844,0
1845,0
1846,0
1847,1
1848,1
1849,0
1850,1
1851,1
1852,1
1853,0
1854,0
1855,1
1856,0
1857,0
1858,0
1859,1
1860,1
1861,1
1862,0
1863,1
1864,0
1865,0
1866,0
1867,0
1868,1
1869,1
1870,1
1871,1
1872,1
1873,0
1874,1
1875,1
1876,0
1877,1
1878,1
1879,1
1880,0
1881,1
1882,1
1883,1
1884,0
1885,0
1886,0
1887,1
1888,1
1889,1
1890,1
1891,1
1892,0
1893,1
1894,0
1895,1
1896,0
1897,1
1898,0
1899,1
1900,1
1901,1
1902,0
1903,0
1904,0
1905,1
1906,0
1907,0
1908,1
1909,1
1910,0
1911,0
1912,1
1913,1
1914,0
1915,0
1916,0
1917,1
1918,0
1919,0
1920,1
1921,1
1922,0
1923,0
1924,0
1925,0
1926,1
1927,0
1928,1
1929,0
1930,1
1931,1
1932,0
1933,0
1934,0
1935,1
1936,0
1937,0
1938,0
1939,0
1940,1
1941,0
1942,0
1943,1
1944,0
1945,0
1946,1
1947,0
1948,1
1949,1
1950,1
1951,1
1952,1
1953,0
1954,1
1955,0
1956,1
1957,1
1958,1
1959,0
1960,0
1961,0
1962,1
1963,0
1964,1
1965,0
1966,0
1967,1
1968,1
1969,1
1970,1
1971,1
1972,0
1973,0
1974,0
1975,1
1976,0
1977,1
1978,1
1979,1
1980,0
1981,1
1982,0
1983,1
1984,0
1985,1
1986,0
1987,0
1988,1
1989,0
1990,1
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,1
1998,0
1999,1
2000,0
2001,0
2002,0
2003,0
2004,0
2005,1
2006,0
2007,1
2008,1
2009,1
2010,0
2011,1
2012,1
2013,0
2014,1
2015,1
2016,1
2017,1
2018,1
2019,0
2020,1
2021,1
2022,1
2023,1
2024,0
2025,1
2026,0
2027,0
2028,1
2029,0
2030,1
2031,0
2032,1
2033,1
2034,0
2035,1
2036,1
2037,0
2038,0
2039,0
2040,1
2041,1
2042,0
2043,0
2044,1
2045,1
2046,1
2047,1
2048,0
2049,0
2050,1
2051,1
2052,1
2053,1
2054,1
2055,1
2056,0
2057,1
2058,0
2059,1
2060,1
2061,1
2062,1
2063,0
2064,0
2065,0
2066,1
2067,1
2068,0
2069,0
2070,1
2071,0
2072,1
2073,0
2074,0
2075,1
2076,1
2077,1
2078,1
2079,1
2080,1
2081,0
2082,1
2083,0
2084,0
2085,1
2086,1
2087,1
2088,0
2089,1
2090,0
2091,0
2092,1
2093,0
2094,0
2095,1
2096,0
2097,0
2098,1
2099,0
2100,0
2101,0
2102,1
2103,1
2104,0
2105,1
2106,0
2107,1
2108,1
2109,0
2110,1
2111,1
2112,0
2113,1
2114,0
2115,0
2116,0
2117,1
2118,0
2119,1
2120,1
2121,0
2122,0
2123,0
2124,0
2125,0
2126,1
2127,0
2128,0
2129,1
2130,0
2131,0
2132,0
2133,1
2134,1
2135,1
2136,1
2137,1
2138,0
2139,1
2140,0
2141,1
2142,1
2143,0
2144,1
2145,0
2146,0
2147,0
2148,1
2149,0
2150,0
2151,1
2152,0
2153,0
2154,0
2155,0
2156,0
2157,0
2158,1
2159,1
2160,1
2161,1
2162,1
2163,0
2164,1
2165,1
2166,1
2167,0
2168,1
2169,1
2170,0
2171,1
2172,1
2173,1
2174,1
2175,1
2176,1
2177,0
2178,0
2179,0
2180,1
2181,0
2182,1
2183,1
2184,1
2185,1
2186,1
2187,0
2188,0
2189,0
2190,1
2191,1
2192,1
2193,1
2194,1
2195,0
2196,0
2197,0
2198,0
2199,1
2200,1
2201,0
2202,1
2203,1
2204,1
2205,0
2206,0
2207,0
2208,1
