591,1
592,0
593,0
594,1
595,0
596,1
597,1
598,1
599,1
600,1
601,1
602,1
603,0
604,1
605,0
606,0
607,1
608,0
609,1
610,0
611,1
612,1
613,0
614,1
615,0
616,0
617,1
618,1
619,1
620,0
621,1
622,0
623,1
624,1
625,1
626,1
627,1
628,0
629,0
630,0
631,0
632,1
633,1
634,0
635,0
636,1
637,1
638,0
639,1
640,1
641,0
642,1
643,0
644,1
645,0
646,0
647,1
648,1
649,0
650,1
651,1
652,1
653,0
654,1
655,0
656,0
657,0
658,1
659,1
660,1
661,0
662,0
663,0
664,1
665,1
666,0
667,0
668,1
669,1
670,1
671,0
672,1
673,0
674,0
675,1
676,0
677,0
678,1
679,1
680,1
681,1
682,1
683,1
684,1
685,0
686,0
687,1
688,0
689,0
690,0
691,1
692,1
693,1
694,1
695,1
696,1
697,1
698,1
699,0
700,1
701,1
702,1
703,0
704,1
705,1
706,0
707,0
708,0
709,0
710,0
711,1
712,1
713,1
714,1
715,0
716,1
717,1
718,1
719,1
720,1
721,1
722,0
723,1
724,1
725,0
726,0
727,1
728,0
729,1
730,0
731,0
732,1
733,1
734,0
735,1
736,1
737,1
738,1
739,0
740,1
741,1
742,1
743,0
744,1
745,0
746,0
747,0
748,1
749,0
750,1
751,1
752,1
753,1
754,1
755,0
756,1
757,1
758,1
759,1
760,1
761,1
762,0
763,0
764,1
765,1
766,0
767,1
768,1
769,1
770,1
771,1
772,1
773,1
774,1
775,0
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,1
786,0
787,1
788,0
789,0
790,1
791,0
792,0
793,1
794,0
795,0
796,1
797,1
798,1
799,0
800,1
801,1
802,1
803,0
804,1
805,1
806,1
807,1
808,0
809,1
810,1
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,1
821,0
822,1
823,0
824,0
825,1
826,0
827,0
828,0
829,1
830,1
831,1
832,1
833,1
834,1
835,1
836,0
837,0
838,1
839,1
840,1
841,1
842,1
843,1
844,1
845,0
846,1
847,1
848,1
849,0
850,1
851,1
852,0
853,1
854,0
855,0
856,1
857,0
858,1
859,1
860,0
861,0
862,1
863,1
864,1
865,1
866,0
867,1
868,1
869,0
870,0
871,0
872,1
873,1
874,0
875,1
876,1
877,1
878,1
879,0
880,1
881,0
882,0
883,0
884,1
885,0
